unique_id,archive_id,time,hour,visit_days,action,tps_fps,novel,card,casual,simulation,strategy,sports,puzzle,board_table,music,racing,action_rpg,command_rpg,mmorpg,shooting,gps,quiz,romance,fight,gamiew_game_id,genre,cost
oqzg3wmfmvw81aaps1me8ok3v,312251,2020-06-08 18:18:44,18,,,,,,,,,,,,,,,,,,,,,,58,command_rpg,-1
osopoabg2wiv2a5tjhhmcjont,331559,2020-06-08 21:09:40,21,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,mmorpg,0
osopoabg2wiv2a5tjhhmcjont,331559,2020-06-08 21:09:40,21,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,gps,0
osopoabg2wiv2a5tjhhmcjont,331559,2020-06-08 21:09:40,21,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,action_rpg,0
osopoabg2wiv2a5tjhhmcjont,331559,2020-06-08 21:09:40,21,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,simulation,0
osopoabg2wiv2a5tjhhmcjont,331559,2020-06-08 21:09:40,21,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,command_rpg,0
oyjb4m6hd4n31vcpiy3mr0ep,30812,2020-06-08 23:08:22,23,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,mmorpg,0
oyjb4m6hd4n31vcpiy3mr0ep,30812,2020-06-08 23:08:22,23,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,gps,0
oyjb4m6hd4n31vcpiy3mr0ep,30812,2020-06-08 23:08:22,23,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,action_rpg,0
oyjb4m6hd4n31vcpiy3mr0ep,30812,2020-06-08 23:08:22,23,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,simulation,0
